Handle	Title	Body (HTML)	Vendor	Product Category	Type	Tags	Published	Option1 Name	Option1 Value	Option1 Linked To	Option2 Name	Option2 Value	Option2 Linked To	Option3 Name	Option3 Value	Option3 Linked To	Variant SKU	Variant Grams	Variant Inventory Tracker	Variant Inventory Qty	Variant Inventory Policy	Variant Fulfillment Service	Variant Price	Variant Compare At Price	Variant Requires Shipping	Variant Taxable	Unit Price Total Measure	Unit Price Total Measure Unit	Unit Price Base Measure	Unit Price Base Measure Unit	Variant Barcode	Image Src	Image Position
pink-chalk-bowl-with-premium-floral-arrangement-on-golden-metal-stand	Pink Chalk Bowl with Premium Floral Arrangement on Golden Metal Stand	"<h2 data-start=""906"" data-end=""928"">â­ <strong data-start=""911"" data-end=""928"">Color Details</strong>
</h2>
<ul data-start=""929"" data-end=""1049"">
<li data-start=""929"" data-end=""961"">
<p data-start=""931"" data-end=""961"">Bowl Color: <strong data-start=""943"" data-end=""961"">Shiny Hot Pink</strong></p>
</li>
<li data-start=""962"" data-end=""991"">
<p data-start=""964"" data-end=""991"">Stand Color: <strong data-start=""977"" data-end=""991"">Matte Gold</strong></p>
</li>
<li data-start=""992"" data-end=""1049"">
<p data-start=""994"" data-end=""1049"">Flowers: <strong data-start=""1003"" data-end=""1049"">Soft Pink Pampas + Pink &amp; Green Floral Mix</strong></p>
</li>
</ul>
<hr data-start=""1051"" data-end=""1054"">
<h2 data-start=""1056"" data-end=""1081"">â­ <strong data-start=""1061"" data-end=""1081"">Material Details</strong>
</h2>
<ul data-start=""1082"" data-end=""1271"">
<li data-start=""1082"" data-end=""1129"">
<p data-start=""1084"" data-end=""1129"">Bowl Material: <strong data-start=""1099"" data-end=""1129"">High-quality chalk ceramic</strong></p>
</li>
<li data-start=""1130"" data-end=""1185"">
<p data-start=""1132"" data-end=""1185"">Stand Material: <strong data-start=""1148"" data-end=""1185"">Heavy-duty metal (rust-resistant)</strong></p>
</li>
<li data-start=""1186"" data-end=""1271"">
<p data-start=""1188"" data-end=""1271"">Flowers: <strong data-start=""1197"" data-end=""1271"">Premium imported artificial flowers &amp; pampas (washable &amp; long-lasting)</strong></p>
</li>
</ul>
<hr data-start=""1273"" data-end=""1276"">
<h2 data-start=""1278"" data-end=""1295"">â­ <strong data-start=""1283"" data-end=""1295"">Features</strong>
</h2>
<ul data-start=""1296"" data-end=""1587"">
<li data-start=""1296"" data-end=""1325"">
<p data-start=""1298"" data-end=""1325"">Total Height: <strong data-start=""1312"" data-end=""1323"">4.75 ft</strong></p>
</li>
<li data-start=""1326"" data-end=""1365"">
<p data-start=""1328"" data-end=""1365"">Highly durable &amp; stable metal stand</p>
</li>
<li data-start=""1366"" data-end=""1418"">
<p data-start=""1368"" data-end=""1418"">Premium floral arrangement with soft pink pampas</p>
</li>
<li data-start=""1419"" data-end=""1448"">
<p data-start=""1421"" data-end=""1448"">Lightweight, easy to move</p>
</li>
<li data-start=""1449"" data-end=""1506"">
<p data-start=""1451"" data-end=""1506"">Perfect for corners, entrances, stair areas &amp; lounges</p>
</li>
<li data-start=""1507"" data-end=""1546"">
<p data-start=""1509"" data-end=""1546"">Zero maintenance artificial flowers</p>
</li>
<li data-start=""1547"" data-end=""1587"">
<p data-start=""1549"" data-end=""1587"">Modern, aesthetic, luxury dÃ©cor vibe</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	Color	pink	product.metafields.shopify.color-pattern								6000	shopify	20	deny	manual	6500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image0_9.jpg?v=1763756297	1
tall-artificial-furry-plant-in-woven-basket-4-5ft	Tall Artificial Furry Plant in Woven Basket â€“ 4.5ft	"<h3 data-start=""167"" data-end=""204""><strong data-start=""171"" data-end=""202"">SEO Description / Features:</strong></h3>
<ul data-start=""205"" data-end=""593"">
<li data-start=""205"" data-end=""268"">
<p data-start=""207"" data-end=""268"">4.5ft <strong data-start=""213"" data-end=""244"">tall artificial furry plant</strong> for modern home dÃ©cor</p>
</li>
<li data-start=""269"" data-end=""328"">
<p data-start=""271"" data-end=""328"">Comes in a <strong data-start=""282"" data-end=""302"">handwoven basket</strong> with sturdy wooden legs</p>
</li>
<li data-start=""329"" data-end=""384"">
<p data-start=""331"" data-end=""384"">Realistic, soft-textured foliage for a premium look</p>
</li>
<li data-start=""385"" data-end=""455"">
<p data-start=""387"" data-end=""455""><strong data-start=""387"" data-end=""407"">Zero-maintenance</strong> indoor plant â€” no watering or sunlight needed</p>
</li>
<li data-start=""456"" data-end=""528"">
<p data-start=""458"" data-end=""528"">Perfect for <strong data-start=""470"" data-end=""526"">living rooms, hallways, offices, corners &amp; entrances</strong></p>
</li>
<li data-start=""529"" data-end=""593"">
<p data-start=""531"" data-end=""593"">Adds instant height, elegance and natural vibes to any space</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Title	Default Title									0	shopify	50	deny	manual	8500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image8_3.jpg?v=1763417864	1
tall-artificial-furry-plant-in-woven-basket-4-5ft																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image7_7.jpg?v=1763417865	2
tall-artificial-furry-plant-in-woven-basket-4-5ft																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image6_8.jpg?v=1763417864	3
artificial-lily-flower-arrangement-in-woven-basket-1-ft-height	Artificial Lily Flower Arrangement in Woven Basket 1 ft height	"<h3 data-start=""85"" data-end=""104""><strong data-start=""89"" data-end=""102"">Features:</strong></h3>
<ul data-start=""105"" data-end=""309"" data-is-last-node="""" data-is-only-node="""">
<li data-start=""105"" data-end=""150"">
<p data-start=""107"" data-end=""150"">Realistic premium lily flower arrangement</p>
</li>
<li data-start=""151"" data-end=""206"">
<p data-start=""153"" data-end=""206"">Comes in a beautiful woven basket with wooden stand</p>
</li>
<li data-start=""207"" data-end=""255"">
<p data-start=""209"" data-end=""255"">Bright, fresh-looking blooms that never fade</p>
</li>
<li data-start=""256"" data-end=""309"" data-is-last-node="""">
<p data-start=""258"" data-end=""309"" data-is-last-node="""">Zero maintenance &amp; perfect for home or office dÃ©cor</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	Color	white	product.metafields.shopify.color-pattern								0	shopify	20	deny	manual	3000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image19.jpg?v=1763417549	1
artificial-lily-flower-arrangement-in-woven-basket-1-ft-height									pink									0	shopify	19	deny	manual	3000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image18.jpg?v=1763417243	2
artificial-aloe-vera-plant-in-woven-basket-3ft-height	Artificial Aloe Vera Plant in Woven Basket â€“ 3ft Height	"<h3 data-start=""75"" data-end=""94""><strong data-start=""79"" data-end=""92"">Features:</strong></h3>
<ul data-start=""95"" data-end=""288"" data-is-last-node="""" data-is-only-node="""">
<li data-start=""95"" data-end=""139"">
<p data-start=""97"" data-end=""139"">Realistic 3ft artificial aloe vera plant</p>
</li>
<li data-start=""140"" data-end=""193"">
<p data-start=""142"" data-end=""193"">Comes in a stylish woven basket with wooden stand</p>
</li>
<li data-start=""194"" data-end=""238"">
<p data-start=""196"" data-end=""238"">Zero maintenance &amp; long-lasting greenery</p>
</li>
<li data-start=""239"" data-end=""288"" data-is-last-node="""">
<p data-start=""241"" data-end=""288"" data-is-last-node="""">Perfect for living room, office, entryway dÃ©cor</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Title	Default Title									1000	shopify	20	deny	manual	4000	6000	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image27.jpg?v=1763416902	1
realistic-pink-peony-buds-artificial-dried-look-bunch-10-stems	Realistic Pink Peony Buds Artificial Dried Look Bunch (10 Stems)	"<h3 data-start=""114"" data-end=""133""><strong data-start=""118"" data-end=""131"">Features:</strong></h3>
<ul data-start=""134"" data-end=""266"" data-is-last-node="""" data-is-only-node="""">
<li data-start=""134"" data-end=""169"">
<p data-start=""136"" data-end=""169"">Realistic dried-look peony buds</p>
</li>
<li data-start=""170"" data-end=""201"">
<p data-start=""172"" data-end=""201"">Pack of 10 artificial stems</p>
</li>
<li data-start=""202"" data-end=""236"">
<p data-start=""204"" data-end=""236"">Long-lasting &amp; low maintenance</p>
</li>
<li data-start=""237"" data-end=""266"" data-is-last-node="""">
<p data-start=""239"" data-end=""266"" data-is-last-node="""">Perfect for vases and dÃ©cor</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	Color	pink	product.metafields.shopify.color-pattern								500	shopify	20	deny	manual	2200		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image14.jpg?v=1763416374	1
realistic-pink-peony-buds-artificial-dried-look-bunch-10-stems									red									500	shopify	20	deny	manual	2200		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image16.jpg?v=1763416374	2
realistic-pink-peony-buds-artificial-dried-look-bunch-10-stems																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image13.jpg?v=1763416374	3
realistic-pink-peony-buds-artificial-dried-look-bunch-10-stems																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image15.jpg?v=1763416374	4
black-10-piece-high-quality-rubber-tulip-flower-bunch-premium-vase-backdrop-decor	black 10 Piece High Quality Rubber Tulip Flower Bunch Premium Vase & Backdrop Decor	"<h3 data-start=""568"" data-end=""587""><strong data-start=""572"" data-end=""587"">Features:</strong></h3>
<ul data-start=""588"" data-end=""980"">
<li data-start=""588"" data-end=""637"">
<p data-start=""590"" data-end=""637""><strong data-start=""590"" data-end=""635"">8 high-quality rubber tulips in one bunch</strong></p>
</li>
<li data-start=""638"" data-end=""693"">
<p data-start=""640"" data-end=""693""><strong data-start=""640"" data-end=""691"">Soft-touch, realistic petals &amp; natural greenery</strong></p>
</li>
<li data-start=""694"" data-end=""755"">
<p data-start=""696"" data-end=""755""><strong data-start=""696"" data-end=""753"">Perfect for vases, centerpieces, backdrops &amp; bouquets</strong></p>
</li>
<li data-start=""756"" data-end=""799"">
<p data-start=""758"" data-end=""799""><strong data-start=""758"" data-end=""797"">Long-lasting colors that wonâ€™t fade</strong></p>
</li>
<li data-start=""800"" data-end=""853"">
<p data-start=""802"" data-end=""853""><strong data-start=""802"" data-end=""851"">Flexible stems for easy styling and arranging</strong></p>
</li>
<li data-start=""854"" data-end=""920"">
<p data-start=""856"" data-end=""920""><strong data-start=""856"" data-end=""918"">Premium realistic look no watering or maintenance needed</strong></p>
</li>
<li data-start=""921"" data-end=""980"">
<p data-start=""923"" data-end=""980""><strong data-start=""923"" data-end=""978"">Ideal for home dÃ©cor, events, parties &amp; photography</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	Quantity	5 flowers									500	shopify	20	deny	manual	2000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image12_1.jpg?v=1763416142	1
black-10-piece-high-quality-rubber-tulip-flower-bunch-premium-vase-backdrop-decor									10 flowers									500	shopify	20	deny	manual	1200		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image12.jpg?v=1763416143	2
10-piece-high-quality-rubber-tulip-flower-bunch-premium-vase-backdrop-decor	10 Piece High Quality Rubber Tulip Flower Bunch Premium Vase & Backdrop Decor	"<h3 data-start=""568"" data-end=""587""><strong data-start=""572"" data-end=""587"">âœ¨ Features:</strong></h3>
<ul data-start=""588"" data-end=""980"">
<li data-start=""588"" data-end=""637"">
<p data-start=""590"" data-end=""637""><strong data-start=""590"" data-end=""635"">8 high-quality rubber tulips in one bunch</strong></p>
</li>
<li data-start=""638"" data-end=""693"">
<p data-start=""640"" data-end=""693""><strong data-start=""640"" data-end=""691"">Soft-touch, realistic petals &amp; natural greenery</strong></p>
</li>
<li data-start=""694"" data-end=""755"">
<p data-start=""696"" data-end=""755""><strong data-start=""696"" data-end=""753"">Perfect for vases, centerpieces, backdrops &amp; bouquets</strong></p>
</li>
<li data-start=""756"" data-end=""799"">
<p data-start=""758"" data-end=""799""><strong data-start=""758"" data-end=""797"">Long-lasting colors that wonâ€™t fade</strong></p>
</li>
<li data-start=""800"" data-end=""853"">
<p data-start=""802"" data-end=""853""><strong data-start=""802"" data-end=""851"">Flexible stems for easy styling and arranging</strong></p>
</li>
<li data-start=""854"" data-end=""920"">
<p data-start=""856"" data-end=""920""><strong data-start=""856"" data-end=""918"">Premium realistic lookÂ  no watering or maintenance needed</strong></p>
</li>
<li data-start=""921"" data-end=""980"">
<p data-start=""923"" data-end=""980""><strong data-start=""923"" data-end=""978"">Ideal for home dÃ©cor, events, parties &amp; photography</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	Quantity	5									500	shopify	0	deny	manual	1200		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image10.jpg?v=1763415888	1
10-piece-high-quality-rubber-tulip-flower-bunch-premium-vase-backdrop-decor									10									500	shopify	0	deny	manual	2000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image9_2.jpg?v=1763415888	2
12-inch-chalk-donut-vase-with-premium-filling	12 Inch Chalk Donut Vase with Premium Filling	"<h3 data-start=""502"" data-end=""521""><strong data-start=""506"" data-end=""521"">âœ¨ Features:</strong></h3>
<ul data-start=""522"" data-end=""897"">
<li data-start=""522"" data-end=""575"">
<p data-start=""524"" data-end=""575""><strong data-start=""524"" data-end=""546"">Large 12-inch size</strong> â€“ perfect for centerpieces</p>
</li>
<li data-start=""576"" data-end=""632"">
<p data-start=""578"" data-end=""632""><strong data-start=""578"" data-end=""600"">Chalk matte finish</strong> â€“ premium, soft &amp; modern look</p>
</li>
<li data-start=""633"" data-end=""683"">
<p data-start=""635"" data-end=""683""><strong data-start=""635"" data-end=""681"">Comes with premium artificial filler stems</strong></p>
</li>
<li data-start=""684"" data-end=""726"">
<p data-start=""686"" data-end=""726""><strong data-start=""686"" data-end=""724"">Durable &amp; break-resistant material</strong></p>
</li>
<li data-start=""727"" data-end=""792"">
<p data-start=""729"" data-end=""792""><strong data-start=""729"" data-end=""790"">Ideal for consoles, coffee tables, shelves &amp; office dÃ©cor</strong></p>
</li>
<li data-start=""793"" data-end=""844"">
<p data-start=""795"" data-end=""844""><strong data-start=""795"" data-end=""842"">Minimalist donut shape adds aesthetic charm</strong></p>
</li>
<li data-start=""845"" data-end=""897"">
<p data-start=""847"" data-end=""897""><strong data-start=""847"" data-end=""895"">Perfect gifting option for home dÃ©cor lovers</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Vases		aesthetic home, centerpiece vase, ceramic vase, chalk vase, console decor, flower vase, home decor, large donut vase, luxury vase, minimalist decor, modern decor, modern home accessories, premium filling, table decor, white vase	TRUE	Vase Color	white	product.metafields.shopify.color-pattern	Filling Color	Black						1000	shopify	18	deny	manual	3500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image25.jpg?v=1763415488	1
12-inch-chalk-donut-vase-with-premium-filling									white			skin						1000	shopify	11	deny	manual	3500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image24.jpg?v=1763415488	2
matte-donut-vase-8-inch-with-premium-floral-filling	Matte Donut Vase 8 Inch with Premium Floral Filling	"<h3 data-start=""497"" data-end=""516""><strong data-start=""501"" data-end=""516"">âœ¨ Features:</strong></h3>
<ul data-start=""517"" data-end=""870"">
<li data-start=""517"" data-end=""577"">
<p data-start=""519"" data-end=""577""><strong data-start=""519"" data-end=""550"">8-inch elegant donut design</strong> â€“ stylish &amp; eye-catching</p>
</li>
<li data-start=""578"" data-end=""637"">
<p data-start=""580"" data-end=""637""><strong data-start=""580"" data-end=""604"">Matte ceramic finish</strong> â€“ gives a premium, modern look</p>
</li>
<li data-start=""638"" data-end=""688"">
<p data-start=""640"" data-end=""688""><strong data-start=""640"" data-end=""686"">Comes with premium artificial floral stems</strong></p>
</li>
<li data-start=""689"" data-end=""728"">
<p data-start=""691"" data-end=""728""><strong data-start=""691"" data-end=""726"">Break-resistant &amp; durable build</strong></p>
</li>
<li data-start=""729"" data-end=""785"">
<p data-start=""731"" data-end=""785""><strong data-start=""731"" data-end=""783"">Perfect for centerpieces, shelves, and entryways</strong></p>
</li>
<li data-start=""786"" data-end=""836"">
<p data-start=""788"" data-end=""836""><strong data-start=""788"" data-end=""834"">Ideal gifting option for home dÃ©cor lovers</strong></p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Vases			TRUE	Vase Color	gray	product.metafields.shopify.color-pattern	Filling color	pink						0	shopify	20	deny	manual	1500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image20.jpg?v=1763415139	1
